src_ip,dst_ip,src_port,dst_port,protocol,app,domain,packets,bytes,start_ts,status,country
192.168.51.96,224.0.0.251,5353,5353,UDP,Unknown,,1,182,1772215294,FORWARDED,Unknown
192.168.51.120,224.0.0.251,5353,5353,UDP,Unknown,,1,170,1772215294,FORWARDED,Unknown
192.168.51.232,192.168.3.8,56236,53,UDP,DNS,,1,74,1772215294,FORWARDED,LAN
192.168.51.232,192.168.3.8,52350,53,UDP,DNS,,1,74,1772215294,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,52350,UDP,DNS,,1,111,1772215294,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,56236,UDP,DNS,,1,145,1772215294,FORWARDED,LAN
192.168.51.232,172.217.26.110,54433,443,UDP,Google,www3.l.google.com,1,1292,1772215294,FORWARDED,USA
172.217.26.110,192.168.51.232,443,54433,UDP,Google,www3.l.google.com,1,82,1772215294,FORWARDED,LAN
192.168.51.232,172.217.26.110,64074,443,TCP,Google,www3.l.google.com,1,66,1772215294,FORWARDED,USA
172.217.26.110,192.168.51.232,443,64074,TCP,Google,www3.l.google.com,1,66,1772215294,FORWARDED,LAN
192.168.51.232,192.168.3.8,63391,53,UDP,DNS,,1,75,1772215295,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,53011,UDP,DNS,,1,91,1772215295,FORWARDED,LAN
192.168.51.232,192.168.3.8,53011,53,UDP,DNS,,1,75,1772215295,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,63391,UDP,DNS,,1,132,1772215295,FORWARDED,LAN
192.168.51.232,142.251.222.110,64677,443,UDP,Google,youtube-ui.l.google.com,100,42721,1772215267,FORWARDED,Unknown
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,2200,2219081,1772215246,FORWARDED,LAN
192.168.51.232,142.250.193.100,52458,443,UDP,Google,www.google.com,600,140457,1772215246,FORWARDED,USA
104.18.32.47,192.168.51.232,443,53379,UDP,Twitter/X,chatgpt.com,350,279835,1772215285,FORWARDED,LAN
192.168.51.232,104.18.32.47,53379,443,UDP,Twitter/X,chatgpt.com,400,357373,1772215285,FORWARDED,USA
104.18.32.47,192.168.51.232,443,53379,UDP,Twitter/X,chatgpt.com,400,322975,1772215285,FORWARDED,LAN
192.168.51.232,104.18.32.47,53379,443,UDP,Twitter/X,chatgpt.com,450,417874,1772215285,FORWARDED,USA
172.64.155.209,192.168.51.232,443,64837,UDP,Twitter/X,ab.chatgpt.com,50,27663,1772215286,FORWARDED,LAN
192.168.51.232,104.18.32.47,53379,443,UDP,Twitter/X,chatgpt.com,500,474754,1772215285,FORWARDED,USA
104.18.32.47,192.168.51.232,443,53379,UDP,Twitter/X,chatgpt.com,450,332445,1772215285,FORWARDED,LAN
192.168.51.232,104.18.32.47,53379,443,UDP,Twitter/X,chatgpt.com,550,530645,1772215285,FORWARDED,USA
192.168.51.232,172.64.155.209,64837,443,UDP,Twitter/X,ab.chatgpt.com,100,78097,1772215286,FORWARDED,Unknown
104.18.32.47,192.168.51.232,443,53379,UDP,Twitter/X,chatgpt.com,500,373736,1772215285,FORWARDED,LAN
192.168.51.232,104.18.32.47,53379,443,UDP,Twitter/X,chatgpt.com,600,574830,1772215285,FORWARDED,USA
104.18.32.47,192.168.51.232,443,53379,UDP,Twitter/X,chatgpt.com,550,407517,1772215285,FORWARDED,LAN
192.168.51.232,104.18.32.47,53379,443,UDP,Twitter/X,chatgpt.com,650,621942,1772215285,FORWARDED,USA
192.168.51.232,192.168.3.8,63712,53,UDP,DNS,,1,74,1772215299,FORWARDED,LAN
192.168.51.232,192.168.3.8,65196,53,UDP,DNS,,1,74,1772215299,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,65196,UDP,DNS,,1,106,1772215299,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,63712,UDP,DNS,,1,116,1772215299,FORWARDED,LAN
104.18.39.21,192.168.51.232,443,50876,TCP,Twitter/X,ws.chatgpt.com,1,66,1772215299,FORWARDED,LAN
192.168.51.232,104.18.39.21,50876,443,TCP,Twitter/X,ws.chatgpt.com,1,66,1772215299,FORWARDED,USA
104.18.32.47,192.168.51.232,443,53379,UDP,Twitter/X,chatgpt.com,600,447865,1772215285,FORWARDED,LAN
192.168.51.232,104.18.32.47,53379,443,UDP,Twitter/X,chatgpt.com,700,664208,1772215285,FORWARDED,USA
192.168.51.232,104.18.32.47,53379,443,UDP,Twitter/X,chatgpt.com,750,714367,1772215285,FORWARDED,USA
104.18.32.47,192.168.51.232,443,53379,UDP,Twitter/X,chatgpt.com,650,488663,1772215285,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,2250,2246698,1772215246,FORWARDED,LAN
192.168.50.180,224.0.0.251,5353,5353,UDP,Unknown,,1,107,1772215301,FORWARDED,Unknown
192.168.51.232,192.168.3.8,52276,53,UDP,DNS,,1,70,1772215302,FORWARDED,LAN
192.168.51.232,192.168.3.8,57345,53,UDP,DNS,,1,70,1772215302,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,57345,UDP,DNS,,1,135,1772215302,FORWARDED,LAN
192.168.51.232,192.168.3.8,57891,53,UDP,DNS,,1,107,1772215302,FORWARDED,LAN
192.168.51.232,192.168.3.8,56105,53,UDP,DNS,,1,107,1772215302,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,52276,UDP,DNS,,1,86,1772215302,FORWARDED,LAN
192.168.51.232,20.207.73.82,51915,443,TCP,GitHub,github.com,1,66,1772215302,FORWARDED,USA
192.168.3.8,192.168.51.232,53,57891,UDP,DNS,,1,165,1772215302,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,56105,UDP,DNS,,1,171,1772215302,FORWARDED,LAN
192.168.51.232,151.101.129.91,53541,443,TCP,Google,google-ohttp-relay-safebrowsing.fastly-edge.com,1,66,1772215302,FORWARDED,USA
151.101.129.91,192.168.51.232,443,53541,TCP,Google,google-ohttp-relay-safebrowsing.fastly-edge.com,1,66,1772215302,FORWARDED,LAN
20.207.73.82,192.168.51.232,443,51915,TCP,GitHub,github.com,1,66,1772215302,FORWARDED,LAN
192.168.51.218,239.255.255.250,51978,1900,UDP,Unknown,,1,212,1772215302,FORWARDED,Unknown
192.168.51.232,192.168.3.8,50073,53,UDP,DNS,,1,83,1772215302,FORWARDED,LAN
192.168.51.232,192.168.3.8,58658,53,UDP,DNS,,1,83,1772215302,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,50073,UDP,DNS,,1,148,1772215302,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,58658,UDP,DNS,,1,147,1772215302,FORWARDED,LAN
192.168.51.232,185.199.110.154,56152,443,TCP,GitHub,github.githubassets.com,1,66,1772215302,FORWARDED,Europe
185.199.110.154,192.168.51.232,443,56152,TCP,GitHub,github.githubassets.com,1,66,1772215302,FORWARDED,LAN
192.168.51.232,192.168.3.8,54848,53,UDP,DNS,,1,89,1772215302,FORWARDED,LAN
192.168.51.232,192.168.3.8,52698,53,UDP,DNS,,1,89,1772215302,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,54848,UDP,DNS,,1,171,1772215302,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,52698,UDP,DNS,,1,153,1772215302,FORWARDED,LAN
192.168.51.232,185.199.111.133,60330,443,TCP,Twitter/X,avatars.githubusercontent.com,1,66,1772215302,FORWARDED,Europe
185.199.111.133,192.168.51.232,443,60330,TCP,Twitter/X,avatars.githubusercontent.com,1,66,1772215302,FORWARDED,LAN
185.199.110.154,192.168.51.232,443,56152,TCP,GitHub,github.githubassets.com,50,56000,1772215302,FORWARDED,LAN
185.199.110.154,192.168.51.232,443,56152,TCP,GitHub,github.githubassets.com,100,123992,1772215302,FORWARDED,LAN
192.168.51.232,192.168.3.8,56926,53,UDP,DNS,,1,80,1772215303,FORWARDED,LAN
192.168.51.232,192.168.3.8,57353,53,UDP,DNS,,1,80,1772215303,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,56926,UDP,DNS,,1,197,1772215303,FORWARDED,LAN
192.168.51.128,224.0.0.251,5353,5353,UDP,Unknown,,1,148,1772215303,FORWARDED,Unknown
192.168.3.8,192.168.51.232,53,57353,UDP,DNS,,1,129,1772215303,FORWARDED,LAN
192.168.51.232,140.82.114.21,52552,443,TCP,GitHub,glb-db52c2cf8be544.github.com,1,66,1772215303,FORWARDED,Unknown
192.168.51.232,192.168.3.8,63559,53,UDP,DNS,,1,74,1772215303,FORWARDED,LAN
192.168.51.232,192.168.3.8,63589,53,UDP,DNS,,1,74,1772215303,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,63559,UDP,DNS,,1,158,1772215303,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,63589,UDP,DNS,,1,90,1772215303,FORWARDED,LAN
192.168.51.232,20.207.73.85,50938,443,TCP,GitHub,api.github.com,1,66,1772215303,FORWARDED,USA
20.207.73.85,192.168.51.232,443,50938,TCP,GitHub,api.github.com,1,66,1772215303,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,2300,2277393,1772215246,FORWARDED,LAN
192.168.51.232,140.82.114.21,57005,443,TCP,GitHub,glb-db52c2cf8be544.github.com,1,66,1772215303,FORWARDED,Unknown
140.82.114.21,192.168.51.232,443,52552,TCP,GitHub,glb-db52c2cf8be544.github.com,1,66,1772215303,FORWARDED,LAN
192.168.51.232,140.82.114.21,55350,443,TCP,GitHub,glb-db52c2cf8be544.github.com,1,66,1772215303,FORWARDED,Unknown
20.207.73.82,192.168.51.232,443,51915,TCP,GitHub,github.com,50,61008,1772215302,FORWARDED,LAN
140.82.114.21,192.168.51.232,443,57005,TCP,GitHub,glb-db52c2cf8be544.github.com,1,66,1772215303,FORWARDED,LAN
192.168.51.232,142.250.193.100,52458,443,UDP,Google,www.google.com,650,148303,1772215246,FORWARDED,USA
140.82.114.21,192.168.51.232,443,55350,TCP,GitHub,glb-db52c2cf8be544.github.com,1,66,1772215303,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,2350,2310257,1772215246,FORWARDED,LAN
192.168.51.232,192.168.3.8,64685,53,UDP,DNS,,1,77,1772215303,FORWARDED,LAN
192.168.51.232,192.168.3.8,63908,53,UDP,DNS,,1,77,1772215303,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,64685,UDP,DNS,,1,127,1772215303,FORWARDED,LAN
192.168.51.232,142.251.43.110,57447,443,TCP,Google,android.l.google.com,1,66,1772215303,FORWARDED,Unknown
192.168.3.8,192.168.51.232,53,63908,UDP,DNS,,1,93,1772215303,FORWARDED,LAN
142.251.43.110,192.168.51.232,443,57447,TCP,Google,gemini.google.com,1,66,1772215303,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,2400,2360072,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,2450,2418920,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,2500,2482302,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,2550,2544807,1772215246,FORWARDED,LAN
192.168.51.232,142.250.193.100,52458,443,UDP,Google,www.google.com,700,160810,1772215246,FORWARDED,USA
192.168.52.19,192.168.55.255,57621,57621,UDP,Unknown,,1,86,1772215304,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,2600,2587537,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,2650,2642224,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,2700,2689571,1772215246,FORWARDED,LAN
142.251.222.110,192.168.51.232,443,64677,UDP,Google,youtube-ui.l.google.com,200,181883,1772215267,FORWARDED,LAN
142.251.43.110,192.168.51.232,443,57447,TCP,Google,gemini.google.com,50,60391,1772215303,FORWARDED,LAN
142.251.43.110,192.168.51.232,443,57447,TCP,Google,gemini.google.com,100,124407,1772215303,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,2750,2730812,1772215246,FORWARDED,LAN
192.168.51.232,142.250.193.100,52458,443,UDP,Google,www.google.com,750,172791,1772215246,FORWARDED,USA
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,2800,2783302,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,2850,2845935,1772215246,FORWARDED,LAN
192.168.51.58,224.0.0.251,5353,5353,UDP,Unknown,,1,87,1772215305,FORWARDED,Unknown
192.168.51.226,224.0.0.251,5353,5353,UDP,Unknown,,1,136,1772215305,FORWARDED,Unknown
192.168.50.114,239.255.255.250,52998,1900,UDP,Unknown,,1,212,1772215306,FORWARDED,Unknown
192.168.51.232,151.101.129.91,56609,443,UDP,Google,google-ohttp-relay-safebrowsing.fastly-edge.com,1,1292,1772215306,FORWARDED,USA
192.168.51.232,192.168.3.8,59043,53,UDP,DNS,,1,77,1772215306,FORWARDED,LAN
192.168.51.232,192.168.3.8,60118,53,UDP,DNS,,1,77,1772215306,FORWARDED,LAN
192.168.51.232,142.251.43.110,63176,443,UDP,Google,gemini.google.com,1,1292,1772215306,FORWARDED,Unknown
192.168.3.8,192.168.51.232,53,59043,UDP,DNS,,1,99,1772215306,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,60118,UDP,DNS,,1,93,1772215306,FORWARDED,LAN
151.101.129.91,192.168.51.232,443,56609,UDP,Google,google-ohttp-relay-safebrowsing.fastly-edge.com,1,1322,1772215306,FORWARDED,LAN
192.168.51.58,239.255.255.250,48498,1900,UDP,Unknown,,1,167,1772215306,FORWARDED,Unknown
192.168.51.232,192.168.3.8,50999,53,UDP,DNS,,1,85,1772215306,FORWARDED,LAN
192.168.51.232,192.168.3.8,63702,53,UDP,DNS,,1,85,1772215306,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,50999,UDP,DNS,,1,171,1772215306,FORWARDED,LAN
192.168.51.232,192.168.3.8,51944,53,UDP,DNS,,1,86,1772215306,FORWARDED,LAN
192.168.51.232,192.168.3.8,56082,53,UDP,DNS,,1,86,1772215306,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,56082,UDP,DNS,,1,102,1772215306,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,51944,UDP,DNS,,1,136,1772215306,FORWARDED,LAN
192.168.51.232,142.251.223.202,52951,443,UDP,Google,waa-pa.clients6.google.com,1,1292,1772215306,FORWARDED,Unknown
192.168.3.8,192.168.51.232,53,63702,UDP,DNS,,1,130,1772215306,FORWARDED,LAN
192.168.51.232,142.250.192.193,64298,443,UDP,Google,googlehosted.l.googleusercontent.com,1,1292,1772215306,FORWARDED,USA
142.251.43.110,192.168.51.232,443,63176,UDP,Google,gemini.google.com,1,82,1772215306,FORWARDED,LAN
142.250.192.193,192.168.51.232,443,64298,UDP,Google,googlehosted.l.googleusercontent.com,1,82,1772215306,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,2900,2899632,1772215246,FORWARDED,LAN
142.251.223.202,192.168.51.232,443,52951,UDP,Google,waa-pa.clients6.google.com,1,82,1772215306,FORWARDED,LAN
142.251.222.110,192.168.51.232,443,64677,UDP,Google,youtube-ui.l.google.com,250,232436,1772215267,FORWARDED,LAN
192.168.51.232,192.168.3.8,63799,53,UDP,DNS,,1,91,1772215306,FORWARDED,LAN
192.168.51.232,192.168.3.8,58653,53,UDP,DNS,,1,91,1772215306,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,63799,UDP,DNS,,1,148,1772215306,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,58653,UDP,DNS,,1,155,1772215306,FORWARDED,LAN
192.168.51.232,216.239.38.223,54660,443,UDP,Google,content-autofill.googleapis.com,1,1292,1772215306,FORWARDED,Unknown
192.168.51.232,216.239.38.223,59357,443,TCP,Google,content-autofill.googleapis.com,1,66,1772215306,FORWARDED,Unknown
142.250.193.104,192.168.51.232,443,55625,UDP,Google,www.googletagmanager.com,50,33621,1772215266,FORWARDED,LAN
192.168.51.232,142.250.193.104,55625,443,UDP,Google,www.googletagmanager.com,50,11604,1772215266,FORWARDED,USA
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,2950,2956165,1772215246,FORWARDED,LAN
216.239.38.223,192.168.51.232,443,54660,UDP,Google,content-autofill.googleapis.com,1,82,1772215306,FORWARDED,LAN
216.239.38.223,192.168.51.232,443,59357,TCP,Google,content-autofill.googleapis.com,1,66,1772215306,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,3000,3014023,1772215246,FORWARDED,LAN
142.250.193.104,192.168.51.232,443,55625,UDP,Google,www.googletagmanager.com,100,93908,1772215266,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,3050,3075519,1772215246,FORWARDED,LAN
142.250.193.104,192.168.51.232,443,55625,UDP,Google,www.googletagmanager.com,150,157740,1772215266,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,3100,3136647,1772215246,FORWARDED,LAN
192.168.51.232,142.250.193.100,52458,443,UDP,Google,www.google.com,800,181191,1772215246,FORWARDED,USA
192.168.51.232,142.250.76.74,53981,443,UDP,Google,ogads-pa.clients6.google.com,1,1292,1772215306,FORWARDED,USA
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,3150,3197483,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,3200,3259101,1772215246,FORWARDED,LAN
142.250.76.74,192.168.51.232,443,53981,UDP,Google,ogads-pa.clients6.google.com,1,82,1772215306,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,3250,3320713,1772215246,FORWARDED,LAN
192.168.51.232,192.168.3.8,55935,53,UDP,DNS,,1,84,1772215306,FORWARDED,LAN
192.168.51.232,192.168.3.8,57694,53,UDP,DNS,,1,84,1772215306,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,57694,UDP,DNS,,1,100,1772215306,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,55935,UDP,DNS,,1,141,1772215306,FORWARDED,LAN
192.168.51.232,142.250.193.104,65394,443,TCP,Google,www.googletagmanager.com,1,66,1772215306,FORWARDED,USA
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,3300,3383079,1772215246,FORWARDED,LAN
142.250.193.104,192.168.51.232,443,65394,TCP,Google,www.googletagmanager.com,1,66,1772215306,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,3350,3444691,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,3400,3507065,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,3450,3568677,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,3500,3631036,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,3550,3692648,1772215246,FORWARDED,LAN
192.168.51.232,142.250.193.100,52458,443,UDP,Google,www.google.com,850,185534,1772215246,FORWARDED,USA
142.250.193.104,192.168.51.232,443,55625,UDP,Google,www.googletagmanager.com,200,216355,1772215266,FORWARDED,LAN
192.168.51.232,142.250.193.104,65000,443,UDP,Google,www.googletagmanager.com,1,1292,1772215306,FORWARDED,USA
142.250.193.104,192.168.51.232,443,55625,UDP,Google,www.googletagmanager.com,250,277904,1772215266,FORWARDED,LAN
142.250.193.104,192.168.51.232,443,65000,UDP,Google,www.googletagmanager.com,1,82,1772215306,FORWARDED,LAN
192.168.51.232,142.251.223.202,59280,443,UDP,Google,waa-pa.clients6.google.com,1,1292,1772215306,FORWARDED,Unknown
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,3600,3748442,1772215246,FORWARDED,LAN
192.168.51.232,192.168.3.8,63322,53,UDP,DNS,,1,91,1772215307,FORWARDED,LAN
192.168.51.232,192.168.3.8,55958,53,UDP,DNS,,1,91,1772215307,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,63322,UDP,DNS,,1,141,1772215307,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,55958,UDP,DNS,,1,107,1772215307,FORWARDED,LAN
192.168.51.232,142.250.182.106,57518,443,UDP,Google,signaler-pa.clients6.google.com,1,1292,1772215307,FORWARDED,USA
192.168.51.232,142.250.182.106,50300,443,TCP,Google,signaler-pa.clients6.google.com,1,66,1772215307,FORWARDED,USA
142.251.223.202,192.168.51.232,443,59280,UDP,Google,waa-pa.clients6.google.com,1,82,1772215307,FORWARDED,LAN
142.250.182.106,192.168.51.232,443,57518,UDP,Google,signaler-pa.clients6.google.com,1,82,1772215307,FORWARDED,LAN
142.250.182.106,192.168.51.232,443,50300,TCP,Google,signaler-pa.clients6.google.com,1,66,1772215307,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,3650,3806289,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,3700,3868406,1772215246,FORWARDED,LAN
192.168.51.232,192.168.3.8,60639,53,UDP,DNS,,1,84,1772215307,FORWARDED,LAN
192.168.51.232,192.168.3.8,57367,53,UDP,DNS,,1,84,1772215307,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,57367,UDP,DNS,,1,100,1772215307,FORWARDED,LAN
192.168.51.232,142.250.183.206,52298,443,TCP,Google,www.google-analytics.com,1,66,1772215307,FORWARDED,USA
192.168.3.8,192.168.51.232,53,60639,UDP,DNS,,1,141,1772215307,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,3750,3928779,1772215246,FORWARDED,LAN
142.250.183.206,192.168.51.232,443,52298,TCP,Google,www.google-analytics.com,1,66,1772215307,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,3800,3992263,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,3850,4055301,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,3900,4118464,1772215246,FORWARDED,LAN
192.168.51.232,142.250.193.100,52458,443,UDP,Google,www.google.com,900,195830,1772215246,FORWARDED,USA
192.168.51.232,142.250.182.106,50788,443,UDP,Google,signaler-pa.clients6.google.com,1,1292,1772215307,FORWARDED,USA
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,3950,4183018,1772215246,FORWARDED,LAN
142.250.193.104,192.168.51.232,443,55625,UDP,Google,www.googletagmanager.com,300,337560,1772215266,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,4000,4243990,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,63610,UDP,Google,www.google.com,50,26782,1772215246,FORWARDED,LAN
142.250.182.106,192.168.51.232,443,50788,UDP,Google,signaler-pa.clients6.google.com,1,82,1772215307,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,4050,4305904,1772215246,FORWARDED,LAN
192.168.51.232,142.250.193.100,63610,443,UDP,Google,www.google.com,50,13712,1772215246,FORWARDED,USA
192.168.52.67,239.255.255.250,45020,1900,UDP,Unknown,,1,167,1772215307,FORWARDED,Unknown
192.168.51.232,142.250.193.104,55625,443,UDP,Google,www.googletagmanager.com,100,15526,1772215266,FORWARDED,USA
142.250.193.104,192.168.51.232,443,55625,UDP,Google,www.googletagmanager.com,350,398624,1772215266,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,4100,4368259,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,4150,4430583,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,63610,UDP,Google,www.google.com,100,88671,1772215246,FORWARDED,LAN
142.250.193.104,192.168.51.232,443,55625,UDP,Google,www.googletagmanager.com,400,460180,1772215266,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,4200,4490612,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,63610,UDP,Google,www.google.com,150,152960,1772215246,FORWARDED,LAN
192.168.51.232,142.251.43.110,63176,443,UDP,Google,gemini.google.com,50,31958,1772215306,FORWARDED,Unknown
142.251.43.110,192.168.51.232,443,63176,UDP,Google,gemini.google.com,50,20195,1772215306,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,4250,4550508,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,4300,4614194,1772215246,FORWARDED,LAN
192.168.51.232,142.250.193.100,52458,443,UDP,Google,www.google.com,950,203466,1772215246,FORWARDED,USA
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,4350,4677741,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,4400,4740036,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,63610,UDP,Google,www.google.com,200,216337,1772215246,FORWARDED,LAN
192.168.51.232,192.168.3.8,56882,53,UDP,DNS,,1,80,1772215307,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,56882,UDP,DNS,,1,158,1772215307,FORWARDED,LAN
192.168.51.232,216.239.36.181,63838,443,TCP,HTTPS,,1,66,1772215307,FORWARDED,Unknown
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,4450,4801655,1772215246,FORWARDED,LAN
216.239.36.181,192.168.51.232,443,63838,TCP,HTTPS,,1,66,1772215307,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,4500,4860552,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,63610,UDP,Google,www.google.com,250,280937,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,4550,4922603,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,4600,4984215,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,4650,5045833,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,4700,5108199,1772215246,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,4750,5169826,1772215246,FORWARDED,LAN
192.168.51.232,142.250.193.100,52458,443,UDP,Google,www.google.com,1000,208197,1772215246,FORWARDED,USA
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,4800,5232185,1772215246,FORWARDED,LAN
192.168.51.232,192.168.3.8,51974,53,UDP,DNS,,1,80,1772215307,FORWARDED,LAN
192.168.51.232,192.168.3.8,55387,53,UDP,DNS,,1,80,1772215307,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,51974,UDP,DNS,,1,167,1772215307,FORWARDED,LAN
192.168.3.8,192.168.51.232,53,55387,UDP,DNS,,1,126,1772215307,FORWARDED,LAN
142.250.193.100,192.168.51.232,443,52458,UDP,Google,www.google.com,4850,5295021,1772215246,FORWARDED,LAN
192.168.51.232,142.250.29.94,55831,443,TCP,HTTPS,beacons-handoff.gcp.gvt2.com,1,66,1772215307,FORWARDED,USA
142.250.29.94,192.168.51.232,443,55831,TCP,HTTPS,beacons-handoff.gcp.gvt2.com,1,66,1772215307,FORWARDED,LAN
192.168.52.23,239.255.255.250,53824,1900,UDP,Unknown,,1,212,1772215308,FORWARDED,Unknown
